Variable_1,Variable_2,Lag,Correlation,P-value,Significant (p < 0.05)
climbingMaxEffortIntensity,swimmingKm,same_day,-0.05312118010351402,0.018980177964407784,True
swimmingKm,climbingMaxEffortIntensity,same_day,-0.053121180103514035,0.018980177964407784,True
kneePain,tracker_mean_distance,next_4_days,-0.053988863828325274,0.01714041911271034,True
swimmingKm,climbing,same_day,-0.05405732947093251,0.0169716188783438,True
climbing,swimmingKm,same_day,-0.05405732947093251,0.0169716188783438,True
wholeArm,climbingMeanEffortIntensity,next_3_days,-0.05413755557460132,0.016836618497569397,True
swimming,climbingDenivelation,next_3_days,-0.05423133800501815,0.016647444255213036,True
foreheadEyesPain,climbing,next_5_days,-0.05424620348707328,0.016617630058336955,True
climbing,manicTimeDelta_corrected,next_5_days,-0.05426894023646581,0.016572119887559425,True
surfing,swimming,next_day,-0.05435474602913712,0.01640135368863561,True
surfing,swimming,next_4_days,-0.05436552451716694,0.01638001248702485,True
kneePain,climbing,next_2_days,-0.05441597461847066,0.016280446005935326,True
swimming,climbingMaxEffortIntensity,next_3_days,-0.05465199068049525,0.015821678440198456,True
cycling,kneePain,next_3_days,-0.054902813206822706,0.01534661981047747,True
manicTimeDelta_corrected,climbingMeanEffortIntensity,next_4_days,-0.05493566849853181,0.015285330586763086,True
swimming,climbing,next_4_days,-0.05495746575397258,0.015244788259789853,True
climbingDenivelation,swimming,same_day,-0.05504831478916303,0.015050875965641563,True
swimming,climbingDenivelation,same_day,-0.05504831478916303,0.015050875965641563,True
whatPulseT_corrected,tracker_mean_denivelation,next_day,-0.055409800735227194,0.017855395908320283,True
foreheadEyesPain,climbingMeanEffortIntensity,same_day,-0.05542365696882415,0.01437495261232228,True
climbingMeanEffortIntensity,foreheadEyesPain,same_day,-0.05542365696882416,0.01437495261232228,True
tracker_mean_distance,foreheadEyesPain,next_day,-0.055433804248145625,0.014382126707849737,True
surfing,swimmingKm,same_day,-0.05548119196386064,0.014273742609903575,True
swimmingKm,surfing,same_day,-0.05548119196386066,0.014273742609903575,True
tracker_mean_denivelation,manicTimeDelta_corrected,next_4_days,-0.055481194274253104,0.017739561768705957,True
surfing,swimmingKm,next_day,-0.05551168351288931,0.014245254265972266,True
swimming,cycling,next_5_days,-0.05564043143864215,0.014021497734220302,True
climbingMeanEffortIntensity,kneePain,next_day,-0.05570127549456439,0.01391683706228821,True
climbingMeanEffortIntensity,swimming,same_day,-0.05571444760060864,0.013869828884555575,True
swimming,climbingMeanEffortIntensity,same_day,-0.055714447600608674,0.013869828884555575,True
kneePain,viaFerrata,next_day,-0.0559894292748144,0.013430475155838882,True
surfing,tracker_mean_denivelation,next_day,-0.05615440279201079,0.016373462755141125,True
whatPulseT_corrected,tracker_mean_denivelation,next_2_days,-0.05650259343530043,0.015689788010168966,True
manicTimeDelta_corrected,climbingMeanEffortIntensity,next_5_days,-0.05661604635149408,0.012424327885842816,True
tracker_mean_distance,wholeArm,same_day,-0.05670783274984243,0.012260384379064992,True
wholeArm,tracker_mean_distance,same_day,-0.05670783274984243,0.012260384379064992,True
tracker_mean_distance,foreheadEyesPain,next_5_days,-0.05694406943582751,0.011924705632560808,True
tracker_mean_distance,swimming,next_5_days,-0.05711380341194447,0.011673233594130366,True
wholeArm,climbingMeanEffortIntensity,next_5_days,-0.05741741083200012,0.011235123449551427,True
climbingMeanEffortIntensity,manicTimeDelta_corrected,next_5_days,-0.057804558397089256,0.010697663300732067,True
tracker_mean_distance,foreheadEyesPain,next_3_days,-0.05793690695498888,0.010519239773581898,True
swimmingKm,climbingMeanEffortIntensity,next_5_days,-0.05804126421417711,0.0103804225485032,True
tracker_mean_distance,foreheadEyesPain,next_4_days,-0.05830094713984112,0.010042034453639543,True
swimming,climbing,next_5_days,-0.058459248787248196,0.009840603615004797,True
kneePain,viaFerrata,next_2_days,-0.05847852759023634,0.009816319697663094,True
wholeArm,climbingDenivelation,next_day,-0.05880072198584656,0.009418300834886227,True
tracker_mean_distance,foreheadEyesPain,next_2_days,-0.05897856553044627,0.009204821573444245,True
wholeArm,surfing,next_4_days,-0.06039338135187806,0.007654542104295772,True
swimmingKm,climbingDenivelation,next_3_days,-0.06056195848572419,0.007486363998805031,True
swimmingKm,tracker_mean_distance,next_3_days,-0.06060491321825584,0.007444043739434933,True
surfing,swimmingKm,next_3_days,-0.06069779645242263,0.007353264700008697,True
cycling,kneePain,next_4_days,-0.060753260373179546,0.007299531693166476,True
wholeArm,climbingMeanEffortIntensity,next_2_days,-0.060861476203122815,0.0071957055092224595,True
surfing,swimming,next_3_days,-0.06091212362726324,0.007147569101076854,True
foreheadEyesPain,climbingMeanEffortIntensity,next_2_days,-0.06113401589492093,0.006940065194615355,True
wholeArm,climbing,next_4_days,-0.06138944789593957,0.006707903473647053,True
swimmingKm,tracker_mean_distance,next_4_days,-0.06164713543772525,0.006480783901635454,True
swimming,tracker_mean_distance,next_day,-0.0616584680639515,0.00647095618314141,True
swimmingKm,tracker_mean_distance,next_5_days,-0.06196015521426402,0.0062142080231470725,True
swimming,climbingMaxEffortIntensity,next_4_days,-0.062223724965532155,0.0059974403767912065,True
timeDrivingCar,swimmingKm,next_2_days,-0.062242287514058234,0.005982433696713755,True
wholeArm,climbing,next_day,-0.06232387509080157,0.005916875220707839,True
foreheadEyesPain,tracker_mean_distance,next_day,-0.06250450839755392,0.005774026389287258,True
foreheadEyesPain,climbingDenivelation,next_3_days,-0.06271085395778572,0.0056146516651961725,True
tracker_mean_denivelation,whatPulseT_corrected,next_4_days,-0.06274890984869788,0.0073144928679382964,True
manicTimeDelta_corrected,climbingMaxEffortIntensity,next_day,-0.0630436369457212,0.005365961464478973,True
swimming,tracker_mean_denivelation,next_3_days,-0.06314550700225743,0.0069052027787426026,True
swimming,tracker_mean_denivelation,next_2_days,-0.06319912366071564,0.006872917977399529,True
climbingMaxEffortIntensity,swimming,same_day,-0.06325423419827358,0.005202206614400703,True
swimming,climbingMaxEffortIntensity,same_day,-0.06325423419827358,0.005202206614400703,True
wholeArm,surfing,next_5_days,-0.06327887711351587,0.005196208606697676,True
cycling,kneePain,next_5_days,-0.06337988887401755,0.005124816729160509,True
kneePain,climbing,next_3_days,-0.06342009121735503,0.005096650303905098,True
swimming,surfing,same_day,-0.06362627366750191,0.004943282401366642,True
surfing,swimming,same_day,-0.06362627366750194,0.004943282401366642,True
kneePain,tracker_mean_distance,next_3_days,-0.06375911210218209,0.004864631295683865,True
tracker_mean_denivelation,manicTimeDelta_corrected,next_3_days,-0.06381146251235091,0.006378018030089443,True
swimming,climbingDenivelation,next_4_days,-0.06386901934257104,0.004791488597468513,True
swimmingKm,tracker_mean_distance,next_2_days,-0.0639063755752238,0.004766855584355828,True
swimmingKm,tracker_mean_denivelation,next_3_days,-0.0639659683757237,0.00620866095236843,True
tracker_mean_distance,swimmingKm,same_day,-0.0641263022544668,0.0046136328919812305,True
swimmingKm,tracker_mean_distance,same_day,-0.0641263022544668,0.0046136328919812305,True
climbing,swimming,same_day,-0.06436294021995666,0.004464672521623788,True
swimming,climbing,same_day,-0.06436294021995669,0.004464672521623788,True
swimmingKm,climbingMaxEffortIntensity,next_3_days,-0.06437550413394014,0.004467111441199798,True
swimmingKm,tracker_mean_denivelation,next_5_days,-0.06439680433868317,0.005841810275979399,True
swimming,tracker_mean_distance,same_day,-0.06452653883864404,0.004364250024657357,True
tracker_mean_distance,swimming,same_day,-0.06452653883864404,0.004364250024657357,True
wholeArm,climbing,next_3_days,-0.06470391592812962,0.004267545022291862,True
cycling,kneePain,same_day,-0.0647900599738042,0.004206787137371029,True
kneePain,cycling,same_day,-0.0647900599738042,0.004206787137371029,True
tracker_mean_distance,wholeArm,next_day,-0.06479356145463909,0.004214491982554031,True
swimmingKm,tracker_mean_denivelation,next_2_days,-0.06486815249074207,0.005529161289582396,True
swimming,climbingMaxEffortIntensity,next_5_days,-0.0648897296551303,0.004158243996872367,True
kneePain,climbingDenivelation,next_2_days,-0.06492496736043542,0.004137804728374027,True
swimmingKm,climbing,next_3_days,-0.06499373933862929,0.0040981764114519,True
swimming,climbingDenivelation,next_5_days,-0.06540649589001968,0.003867480994362265,True
cycling,surfing,next_day,-0.06583577351176023,0.0036401151029441707,True
surfing,cycling,next_day,-0.066318213150627,0.0033991372656249014,True
kneePain,climbingMaxEffortIntensity,next_2_days,-0.06632843758160835,0.003394191015973278,True
wholeArm,climbing,next_5_days,-0.06650570344511762,0.0033094699280587624,True
timeDrivingCar,swimming,next_2_days,-0.06656859188006617,0.0032798790981072128,True
swimmingKm,climbingMaxEffortIntensity,next_4_days,-0.06700754045418031,0.0030799577786472213,True
swimmingKm,climbingDenivelation,next_4_days,-0.06714430607563032,0.00301997493254612,True
wholeArm,climbingDenivelation,next_2_days,-0.06729094162710958,0.0029568477110848974,True
foreheadEyesPain,climbingDenivelation,next_4_days,-0.06762594026768412,0.0028171190322905625,True
swimmingKm,climbing,next_4_days,-0.067652380189576,0.002806351585589113,True
swimmingKm,tracker_mean_denivelation,next_4_days,-0.06777756881106188,0.00372237966096562,True
kneePain,climbing,next_4_days,-0.06798732127031101,0.0026731629248117196,True
tracker_mean_denivelation,manicTimeDelta_corrected,next_2_days,-0.06832381163903009,0.003489002557001342,True
swimmingKm,climbingDenivelation,next_5_days,-0.06837997046046948,0.0025243906576122924,True
wholeArm,climbingDenivelation,next_3_days,-0.0686143520716952,0.0024392319015655245,True
wholeArm,climbing,next_2_days,-0.06900595220872598,0.0023027922634544108,True
swimmingKm,climbingMaxEffortIntensity,next_5_days,-0.06948035301652886,0.002146873941792027,True
swimming,tracker_mean_distance,next_2_days,-0.0694950730378059,0.002142194491483337,True
swimming,tracker_mean_distance,next_3_days,-0.06963801087772427,0.0020972385015732794,True
tracker_mean_denivelation,whatPulseT_corrected,next_3_days,-0.07007562781991103,0.0027346995466888077,True
timeDrivingCar,swimmingKm,next_3_days,-0.07026290303931787,0.0019106759124691355,True
whatPulseT_corrected,timeDrivingCar,next_day,-0.0706595921621134,0.0018002785904225216,True
tracker_mean_denivelation,whatPulseT_corrected,next_2_days,-0.07069657755384992,0.002505302076157935,True
surfing,tracker_mean_denivelation,next_2_days,-0.07082942565746667,0.002445092349089901,True
swimmingKm,climbing,next_5_days,-0.07086535494953536,0.00174535197147369,True
manicTimeDelta_corrected,climbing,next_day,-0.07140203768828002,0.0016092541881144306,True
wholeArm,climbingDenivelation,next_4_days,-0.07151314321153351,0.0015823278827570041,True
swimmingKm,timeDrivingCar,next_3_days,-0.07161500692938033,0.001558006138432884,True
tracker_mean_denivelation,surfing,next_day,-0.07204885302621156,0.0020653717363460136,True
timeDrivingCar,swimmingKm,next_4_days,-0.07208421937354118,0.001450352814534614,True
swimming,tracker_mean_denivelation,next_5_days,-0.07208524040914505,0.0020256188439082973,True
foreheadEyesPain,tracker_mean_distance,next_2_days,-0.07208607714480386,0.0014499405400542498,True
manicTimeDelta_corrected,climbingMeanEffortIntensity,next_day,-0.0722095701596591,0.001422775922599744,True
swimming,tracker_mean_denivelation,next_4_days,-0.07226215636136452,0.0019801144015219267,True
wholeArm,climbingMaxEffortIntensity,next_day,-0.07246689485392296,0.0013676724622081417,True
tracker_mean_distance,surfing,next_4_days,-0.0725860330614837,0.0013428323205931629,True
foreheadEyesPain,tracker_mean_denivelation,next_day,-0.07266475136159496,0.0018840686761000946,True
timeDrivingCar,kneePain,next_2_days,-0.07273812229253941,0.0013117262992482287,True
swimmingKm,tracker_mean_denivelation,same_day,-0.07287479918721526,0.0018274417385917177,True
tracker_mean_denivelation,swimmingKm,same_day,-0.07287479918721528,0.0018274417385917177,True
swimmingKm,timeDrivingCar,next_4_days,-0.07294559630101564,0.0012703635601897896,True
timeDrivingCar,kneePain,next_day,-0.0732038561267769,0.00122055746394329,True
tracker_mean_distance,surfing,next_2_days,-0.07350259535125421,0.0011651957766056528,True
scooterRiding,tracker_mean_denivelation,next_day,-0.07366040542608991,0.0016292233305139159,True
foreheadEyesPain,climbingDenivelation,next_5_days,-0.07385830133136798,0.0011023045158433194,True
cycling,surfing,same_day,-0.07434072416811437,0.0010189587982756877,True
surfing,cycling,same_day,-0.07434072416811438,0.0010189587982756877,True
timeDrivingCar,swimmingKm,next_5_days,-0.07437801933176409,0.0010160377319276856,True
tracker_mean_distance,scooterRiding,same_day,-0.07471967098184765,0.0009598705623371721,True
scooterRiding,tracker_mean_distance,same_day,-0.07471967098184766,0.0009598705623371721,True
whatPulseT_corrected,tracker_mean_denivelation,next_3_days,-0.07477194550586533,0.001374029482856723,True
tracker_mean_distance,surfing,next_5_days,-0.07486800142180189,0.000940466696035896,True
swimming,tracker_mean_distance,next_4_days,-0.07503584878529386,0.0009157994747646701,True
whatPulseT_corrected,tracker_mean_denivelation,next_5_days,-0.07534443090437154,0.0012536363165452477,True
swimming,tracker_mean_distance,next_5_days,-0.07561961223762692,0.000834597569526238,True
climbing,kneePain,same_day,-0.07574791360759599,0.000815137896870909,True
kneePain,climbing,same_day,-0.07574791360759599,0.000815137896870909,True
swimmingKm,timeDrivingCar,next_day,-0.07605143033339146,0.0007788827922954431,True
kneePain,tracker_mean_distance,next_2_days,-0.07620045666189398,0.0007604697632366016,True
swimming,timeDrivingCar,next_3_days,-0.07646715746929211,0.0007285219079455202,True
timeDrivingCar,kneePain,next_3_days,-0.07655464232713509,0.0007183165627658474,True
kneePain,tracker_mean_distance,next_day,-0.07658644616967383,0.0007146395683705673,True
timeDrivingCar,swimmingKm,same_day,-0.07677142461565661,0.0006913952204181941,True
swimmingKm,timeDrivingCar,same_day,-0.07677142461565663,0.0006913952204181941,True
timeDrivingCar,kneePain,next_5_days,-0.07695495269008959,0.0006732901627908674,True
kneePain,climbingDenivelation,same_day,-0.07717003600668347,0.0006481101400901469,True
climbingDenivelation,kneePain,same_day,-0.07717003600668347,0.0006481101400901469,True
foreheadEyesPain,tracker_mean_distance,next_3_days,-0.07724384992652113,0.0006424398434799824,True
surfing,tracker_mean_denivelation,next_5_days,-0.07743101950141368,0.0009131441213718064,True
swimmingKm,timeDrivingCar,next_5_days,-0.07764579574515243,0.0006016988157182817,True
foreheadEyesPain,climbingMeanEffortIntensity,next_3_days,-0.07768477476265964,0.0005978784539688175,True
whatPulseT_corrected,tracker_mean_denivelation,next_4_days,-0.07775095368377458,0.0008720958261071705,True
kneePain,climbing,next_5_days,-0.0780313055344479,0.0005648929796122372,True
kneePain,cycling,next_day,-0.07828940618569964,0.0005414341269256207,True
wholeArm,climbingDenivelation,next_5_days,-0.0793389416376932,0.0004550750847048305,True
climbing,kneePain,next_5_days,-0.07981171622675617,0.0004205304440027325,True
tracker_mean_denivelation,foreheadEyesPain,next_5_days,-0.07985613076802923,0.0006366297287228211,True
timeDrivingCar,swimming,next_3_days,-0.08003400396261474,0.00040514850693913746,True
tracker_mean_denivelation,foreheadEyesPain,next_3_days,-0.08018174530969027,0.000604737875755358,True
kneePain,climbingMaxEffortIntensity,next_3_days,-0.08058533038815875,0.0003692345544785881,True
timeDrivingCar,kneePain,next_4_days,-0.08061767548535555,0.0003672227972617503,True
manicTimeDelta_corrected,tracker_mean_denivelation,next_2_days,-0.08102635119356967,0.0005250812037299906,True
surfing,climbingDenivelation,next_day,-0.08108300471261581,0.00033939120583300464,True
swimming,timeDrivingCar,next_day,-0.08125755054741929,0.00032946983235568577,True
swimming,timeDrivingCar,same_day,-0.08149419289215673,0.00031532718680284995,True
timeDrivingCar,swimming,same_day,-0.08149419289215676,0.00031532718680284995,True
climbing,kneePain,next_4_days,-0.08177521945747673,0.000301616593610792,True
kneePain,climbingDenivelation,next_3_days,-0.08178483608405993,0.00030112065555195136,True
wholeArm,climbingMaxEffortIntensity,next_4_days,-0.08190353004304202,0.0002950620056988725,True
wholeArm,climbingMaxEffortIntensity,next_3_days,-0.082677690450459,0.00025825971211128606,True
manicTimeDelta_corrected,tracker_mean_denivelation,next_day,-0.0829792012684893,0.00038448279646787826,True
scooterRiding,cycling,next_day,-0.0829868230213346,0.00024480305761539117,True
surfing,tracker_mean_denivelation,next_3_days,-0.0833654055975026,0.00035827946124129004,True
tracker_mean_denivelation,foreheadEyesPain,next_4_days,-0.08358779816906038,0.0003493409413399986,True
surfing,cycling,next_2_days,-0.0839772473944759,0.00020598350551241887,True
wholeArm,climbingMaxEffortIntensity,next_2_days,-0.08406176690896859,0.00020295339502795267,True
manicTimeDelta_corrected,timeDrivingCar,next_5_days,-0.0840666536403466,0.00020277948659678133,True
tracker_mean_denivelation,scooterRiding,next_day,-0.08465201565522233,0.0002930687846492163,True
manicTimeDelta_corrected,timeDrivingCar,next_4_days,-0.08493914551402146,0.0001738754939366642,True
timeDrivingCar,swimming,next_4_days,-0.08500267587668518,0.00017192973833580303,True
cycling,scooterRiding,next_day,-0.08521598501161809,0.000165545337252324,True
kneePain,tracker_mean_denivelation,next_day,-0.0852439798320106,0.00026452971327395113,True
cycling,scooterRiding,same_day,-0.08567344863365048,0.0001520012189433544,True
scooterRiding,cycling,same_day,-0.08567344863365049,0.0001520012189433544,True
tracker_mean_denivelation,foreheadEyesPain,next_day,-0.08587073518504301,0.00023908326607316246,True
climbing,kneePain,next_3_days,-0.08596548528654332,0.00014483605137816533,True
swimming,timeDrivingCar,next_4_days,-0.08607586596020556,0.00014200052819080008,True
climbingDenivelation,surfing,next_day,-0.08609741439729493,0.0001414531095080031,True
surfing,tracker_mean_denivelation,next_4_days,-0.08688705142245556,0.000198123366815514,True
swimming,timeDrivingCar,next_2_days,-0.08701485027539772,0.00011990561927156003,True
tracker_mean_denivelation,swimming,same_day,-0.08712331772196316,0.000192629593673917,True
swimming,tracker_mean_denivelation,same_day,-0.08712331772196316,0.000192629593673917,True
tracker_mean_denivelation,foreheadEyesPain,next_2_days,-0.08716081916506088,0.00019218020059639504,True
climbingMaxEffortIntensity,kneePain,same_day,-0.0873902387160791,0.0001115597866280703,True
kneePain,climbingMaxEffortIntensity,same_day,-0.0873902387160791,0.0001115597866280703,True
swimmingKm,timeDrivingCar,next_2_days,-0.08741668435202807,0.00011147695483447912,True
tracker_mean_distance,surfing,next_3_days,-0.08745705695712691,0.00011066171563332317,True
kneePain,climbingDenivelation,next_4_days,-0.0878272712189959,0.00010344364309488887,True
climbingDenivelation,kneePain,next_5_days,-0.08788620344087451,0.00010233644241204824,True
foreheadEyesPain,climbingMeanEffortIntensity,next_4_days,-0.08802066132831945,9.985198663608634e-05,True
kneePain,climbingMaxEffortIntensity,next_4_days,-0.0882480410979051,9.577955705904651e-05,True
surfing,climbingMeanEffortIntensity,next_day,-0.0887569266895332,8.722597691281336e-05,True
timeDrivingCar,manicTimeDelta_corrected,next_5_days,-0.08876996601623584,8.701658556009929e-05,True
kneePain,tracker_mean_denivelation,next_2_days,-0.08884651277682028,0.00014262657789930792,True
climbing,kneePain,next_2_days,-0.08912723245394874,8.146069424788173e-05,True
wholeArm,climbingMaxEffortIntensity,next_5_days,-0.0893010950939374,7.887977185221916e-05,True
climbing,kneePain,next_day,-0.08944869411282243,7.674953997520316e-05,True
climbingDenivelation,kneePain,next_4_days,-0.08979076484489931,7.20196554946371e-05,True
timeDrivingCar,swimming,next_5_days,-0.08997199853849676,6.962671404968509e-05,True
climbingMeanEffortIntensity,surfing,next_day,-0.09016935695425665,6.710644101448595e-05,True
foreheadEyesPain,tracker_mean_distance,next_5_days,-0.09019223617684036,6.681991704252201e-05,True
kneePain,cycling,next_2_days,-0.09019437123244611,6.679323813805343e-05,True
tracker_mean_denivelation,whatPulseT_corrected,next_day,-0.09024661016363114,0.00011263117250015296,True
manicTimeDelta_corrected,timeDrivingCar,next_3_days,-0.09095908786582081,5.785901152648755e-05,True
kneePain,tracker_mean_denivelation,next_3_days,-0.09108215639317485,9.58989617364608e-05,True
kneePain,tracker_mean_denivelation,next_4_days,-0.09114352318759925,9.444074597196546e-05,True
foreheadEyesPain,tracker_mean_distance,next_4_days,-0.09116254464210033,5.5679833293209717e-05,True
swimming,timeDrivingCar,next_5_days,-0.09187828627102783,4.861510393590495e-05,True
scooterRiding,tracker_mean_denivelation,next_2_days,-0.09273407316431984,7.166099117742477e-05,True
surfing,climbingMaxEffortIntensity,next_day,-0.09310364469329221,3.8450524534973e-05,True
climbingDenivelation,kneePain,next_3_days,-0.09319499544703713,3.777965801690511e-05,True
cycling,scooterRiding,next_2_days,-0.09365361172480678,3.457611791441553e-05,True
kneePain,tracker_mean_denivelation,next_5_days,-0.09376504925916976,5.860976593212999e-05,True
climbingMaxEffortIntensity,kneePain,next_5_days,-0.09384737198943757,3.330163920563114e-05,True
climbingMaxEffortIntensity,kneePain,next_4_days,-0.09391314776822067,3.2879223742859914e-05,True
climbingMaxEffortIntensity,surfing,next_day,-0.09408840732697048,3.177838835438162e-05,True
foreheadEyesPain,climbingMeanEffortIntensity,next_5_days,-0.09427147325667858,3.066593159198439e-05,True
manicTimeDelta_corrected,tracker_mean_denivelation,next_5_days,-0.0946812684565246,4.95412576559729e-05,True
tracker_mean_denivelation,scooterRiding,next_2_days,-0.09524365177116201,4.5736770266966527e-05,True
kneePain,timeDrivingCar,next_5_days,-0.09613384238309003,2.1263459518006894e-05,True
surfing,cycling,next_3_days,-0.09615013751746451,2.1194822580490336e-05,True
manicTimeDelta_corrected,timeDrivingCar,next_2_days,-0.096575721468091,1.9475076357462893e-05,True
climbingMaxEffortIntensity,kneePain,next_3_days,-0.0967445511343589,1.8830346880506308e-05,True
climbingMeanEffortIntensity,surfing,same_day,-0.09688273154205512,1.8227387444141284e-05,True
surfing,climbingMeanEffortIntensity,same_day,-0.09688273154205514,1.8227387444141284e-05,True
climbingDenivelation,kneePain,next_2_days,-0.09715921371212903,1.7331938676795188e-05,True
surfing,climbing,next_day,-0.09734213557855892,1.670766568213938e-05,True
climbing,surfing,next_day,-0.09734213557855896,1.670766568213938e-05,True
manicTimeDelta_corrected,tracker_mean_denivelation,next_3_days,-0.09771201616800725,2.839204112903505e-05,True
cycling,scooterRiding,next_3_days,-0.09809419393947162,1.4358947405984204e-05,True
climbingMaxEffortIntensity,kneePain,next_day,-0.09820041895248303,1.4053727449555894e-05,True
tracker_mean_distance,foreheadEyesPain,same_day,-0.09824879617084534,1.3846198193212809e-05,True
foreheadEyesPain,tracker_mean_distance,same_day,-0.09824879617084534,1.3846198193212809e-05,True
cycling,surfing,next_2_days,-0.09827994720418112,1.3829274243958122e-05,True
cycling,scooterRiding,next_5_days,-0.09850824352290807,1.3203776714009633e-05,True
climbingMaxEffortIntensity,kneePain,next_2_days,-0.09913314419628533,1.1626621554992334e-05,True
climbingDenivelation,kneePain,next_day,-0.0992536416817468,1.1343924767358501e-05,True
whatPulseT_corrected,climbingMeanEffortIntensity,same_day,-0.09954263636297507,1.0636786104086105e-05,True
climbingMeanEffortIntensity,whatPulseT_corrected,same_day,-0.09954263636297507,1.0636786104086105e-05,True
kneePain,timeDrivingCar,next_4_days,-0.1006928175621542,8.436146239175399e-06,True
cycling,scooterRiding,next_4_days,-0.10083544291103586,8.190363158005459e-06,True
tracker_mean_denivelation,manicTimeDelta_corrected,next_day,-0.10088314339071411,1.5675150199534852e-05,True
scooterRiding,tracker_mean_distance,next_day,-0.10111019834773877,7.736029512256473e-06,True
kneePain,climbingMaxEffortIntensity,next_5_days,-0.10144592141274113,7.213522380014481e-06,True
foreheadEyesPain,tracker_mean_denivelation,next_2_days,-0.10159149266382803,1.3499471508046668e-05,True
kneePain,climbingDenivelation,next_5_days,-0.10174685518750241,6.773972667735082e-06,True
tracker_mean_denivelation,foreheadEyesPain,same_day,-0.10186790621679129,1.285520391445546e-05,True
foreheadEyesPain,tracker_mean_denivelation,same_day,-0.10186790621679132,1.285520391445546e-05,True
timeDrivingCar,manicTimeDelta_corrected,next_4_days,-0.10243966490561353,5.857270984236635e-06,True
climbingDenivelation,surfing,same_day,-0.102567600110333,5.670103932040745e-06,True
surfing,climbingDenivelation,same_day,-0.10256760011033303,5.670103932040745e-06,True
tracker_mean_distance,whatPulseT_corrected,next_5_days,-0.10297916966623483,5.226866039169505e-06,True
tracker_mean_denivelation,surfing,next_2_days,-0.10319954280704254,9.930716009198273e-06,True
tracker_mean_denivelation,surfing,next_4_days,-0.10458715178989467,7.5199210917380225e-06,True
kneePain,timeDrivingCar,next_day,-0.10461559464265319,3.6875709682924917e-06,True
tracker_mean_denivelation,scooterRiding,next_4_days,-0.10472677989400146,7.3110062716199396e-06,True
manicTimeDelta_corrected,tracker_mean_denivelation,next_4_days,-0.10483262481252158,6.99287005824551e-06,True
scooterRiding,cycling,next_2_days,-0.10488893075370967,3.477083096952805e-06,True
timeDrivingCar,foreheadEyesPain,same_day,-0.1055492594886827,2.99747161803966e-06,True
foreheadEyesPain,timeDrivingCar,same_day,-0.1055492594886827,2.99747161803966e-06,True
timeDrivingCar,manicTimeDelta_corrected,next_3_days,-0.10602728351628063,2.7178997288782907e-06,True
tracker_mean_denivelation,scooterRiding,next_5_days,-0.10665407663708915,4.937544111751691e-06,True
kneePain,cycling,next_3_days,-0.107187165079821,2.109132457387865e-06,True
foreheadEyesPain,tracker_mean_denivelation,next_3_days,-0.10766621885152795,3.93450081132444e-06,True
manicTimeDelta_corrected,timeDrivingCar,next_day,-0.10801274026473562,1.758020296908173e-06,True
tracker_mean_distance,scooterRiding,next_day,-0.10854241994881735,1.5630883003897483e-06,True
scooterRiding,tracker_mean_denivelation,next_3_days,-0.10862162113907824,3.224022135799125e-06,True
surfing,cycling,next_4_days,-0.1087079223602,1.5065615527800807e-06,True
kneePain,timeDrivingCar,next_3_days,-0.10884973906448091,1.4596917108929866e-06,True
tracker_mean_denivelation,scooterRiding,next_3_days,-0.11010980537189766,2.4016468357990127e-06,True
climbingMaxEffortIntensity,surfing,same_day,-0.1108781281792113,9.189427836634087e-07,True
surfing,climbingMaxEffortIntensity,same_day,-0.11087812817921133,9.189427836634087e-07,True
surfing,climbingDenivelation,next_2_days,-0.11154163953999639,7.952299912960068e-07,True
tracker_mean_denivelation,surfing,next_5_days,-0.11211434852141787,1.5653492853210145e-06,True
climbing,surfing,same_day,-0.11221738218873584,6.767963107099419e-07,True
surfing,climbing,same_day,-0.11221738218873584,6.767963107099419e-07,True
timeDrivingCar,foreheadEyesPain,next_day,-0.1122807518344255,6.714194861146276e-07,True
surfing,climbingMeanEffortIntensity,next_2_days,-0.11283589293604769,5.908594652522717e-07,True
scooterRiding,cycling,next_3_days,-0.11358034361782104,4.973171311174136e-07,True
timeDrivingCar,manicTimeDelta_corrected,next_2_days,-0.11363550605130882,4.909851312037996e-07,True
surfing,cycling,next_5_days,-0.11513292757478227,3.459474136790298e-07,True
foreheadEyesPain,tracker_mean_denivelation,next_4_days,-0.11605437633597124,6.422180794231545e-07,True
cycling,surfing,next_3_days,-0.11725179882058168,2.092072328180404e-07,True
kneePain,timeDrivingCar,next_2_days,-0.11798888702171513,1.7526332100279425e-07,True
tracker_mean_distance,whatPulseT_corrected,next_4_days,-0.11834479748755329,1.6084204032585518e-07,True
scooterRiding,tracker_mean_denivelation,next_4_days,-0.11918051491006522,3.168921397305456e-07,True
tracker_mean_distance,whatPulseT_corrected,next_2_days,-0.1201983165861504,1.0243254107942339e-07,True
tracker_mean_denivelation,surfing,next_3_days,-0.1204854772346384,2.419246315689245e-07,True
foreheadEyesPain,tracker_mean_denivelation,next_5_days,-0.12103439236873416,2.0510018645278913e-07,True
tracker_mean_distance,whatPulseT_corrected,next_3_days,-0.12153968458419331,7.358423007771991e-08,True
climbingDenivelation,scooterRiding,next_day,-0.12272435609395754,5.478063725521586e-08,True
tracker_mean_distance,scooterRiding,next_2_days,-0.12337170607551672,4.6567895658854956e-08,True
scooterRiding,tracker_mean_denivelation,next_5_days,-0.12339255108268392,1.1795488455456838e-07,True
